company_id,company_logo,company_name,chart_link,about_company,website,nse_profile,bse_profile,face_value,book_value,roce_percentage,roe_percentage,id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,return_on_capital_employed_pct,return_on_assets_pct,net_debt_cr,revenue_cagr_3yr,revenue_cagr_5yr,revenue_cagr_10yr,pat_cagr_3yr,pat_cagr_5yr,pat_cagr_10yr,eps_cagr_3yr,eps_cagr_5yr,eps_cagr_10yr,composite_quality_score,high_leverage_flag,icr_label,id_market,year_market,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,financial_score,rating
HCLTECH,https://mkt.in/static/mkt-icons/nifty100/HCLTECH.png,HCL Technologies Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"HCL Tech is a leading global IT services company, which is ranked amongst the top five Indian IT services companies in terms of revenues. Since its inception into the global landscape after its IPO in 1999, HCL Tech has focused on transformational outsourcing, and offers an integrated portfolio of services including software-led IT solutions, remote infrastructure management, engineering and R&D services and BPO. The company leverages its extensive global offshore infrastructure and network of offices in 46 ",https://www.hcltech.com/,https://www.nseindia.com/get-quotes/equity?symbol=HCLTECH,https://www.bseindia.com/stock-share-price/hcl-technologies-ltd/HCLTECH/532281/,2.0,254.0,29.6,23.3,478.0,Mar 2024,14.293122742532729,22.015594151738192,23.01393141233172,0.0844,46.4611,1.1102,15840.0,6608.0,58.0,12.5715,90.0,5758.0,22448.0,34.71042001594142,15.867725188372422,,,,,,,,,,,,,,228,2024,412593.29,461362.25,63.63,5.44,31.21,1.99,74.48351441402033,Strong
HCLTECH,https://mkt.in/static/mkt-icons/nifty100/HCLTECH.png,HCL Technologies Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"HCL Tech is a leading global IT services company, which is ranked amongst the top five Indian IT services companies in terms of revenues. Since its inception into the global landscape after its IPO in 1999, HCL Tech has focused on transformational outsourcing, and offers an integrated portfolio of services including software-led IT solutions, remote infrastructure management, engineering and R&D services and BPO. The company leverages its extensive global offshore infrastructure and network of offices in 46 ",https://www.hcltech.com/,https://www.nseindia.com/get-quotes/equity?symbol=HCLTECH,https://www.bseindia.com/stock-share-price/hcl-technologies-ltd/HCLTECH/532281/,2.0,254.0,29.6,23.3,478.0,Mar 2024,14.293122742532729,22.015594151738192,23.01393141233172,0.0844,46.4611,1.1102,15840.0,6608.0,58.0,12.5715,90.0,5758.0,22448.0,34.71042001594142,15.867725188372422,,,,,,,,,,,,,,228,2024,412593.29,461362.25,63.63,5.44,31.21,1.99,74.48351441402033,Strong
ASIANPAINT,https://mkt.in/static/mkt-icons/nifty100/ASIANPAINT.png,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",https://in.tradingview.com/chart/?symbol=NSE%3AASIANPAINT,"Asian Paints Ltd is an Indian multinational paint company, headquartered in Mumbai. The company is engaged in the business of manufacturing, selling and distribution of paints, coatings, products related to home decor, bath fittings and providing related services.",https://www.asianpaints.com/,https://www.nseindia.com/get-quotes/equity?symbol=ASIANPAINT,https://www.bseindia.com/stock-share-price/asian-paints-ltd/asianpaint/500820/,1.0,188.0,41.75,31.45,137.0,Mar 2024,15.658543456824905,21.3692069305536,29.677488252883382,0.1321,41.0049,1.1871,3556.0,2548.0,57.0,19.5083,58.0,2474.0,6104.0,39.64720309404773,18.588007090063876,,,,,,,,,,,,,,54,2024,2126725.18,2475080.63,73.37,3.9,23.94,2.42,72.68476585004547,Strong
ASIANPAINT,https://mkt.in/static/mkt-icons/nifty100/ASIANPAINT.png,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",https://in.tradingview.com/chart/?symbol=NSE%3AASIANPAINT,"Asian Paints Ltd is an Indian multinational paint company, headquartered in Mumbai. The company is engaged in the business of manufacturing, selling and distribution of paints, coatings, products related to home decor, bath fittings and providing related services.",https://www.asianpaints.com/,https://www.nseindia.com/get-quotes/equity?symbol=ASIANPAINT,https://www.bseindia.com/stock-share-price/asian-paints-ltd/asianpaint/500820/,1.0,188.0,41.75,31.45,137.0,Mar 2024,15.658543456824905,21.3692069305536,29.677488252883382,0.1321,41.0049,1.1871,3556.0,2548.0,57.0,19.5083,58.0,2474.0,6104.0,39.64720309404773,18.588007090063876,,,,,,,,,,,,,,54,2024,2126725.18,2475080.63,73.37,3.9,23.94,2.42,72.68476585004547,Strong
BAJAJ-AUTO,https://mkt.in/static/mkt-icons/nifty100/BAJAJ-AUTO.png,Bajaj Auto Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bajaj Auto, the flagship company of Bajaj Group, is a two-wheeler and three-wheeler manufacturing company that exports to 79 countries across several countries in Latin America, Southeast Asia, and many more. Its headquarter is in Pune, India.
It has acquired 48% of the KTM Brand which manufactures sports and super sports two-wheelers, which was 14% in 2007 when the company first acquired KTM. [1]

",https://www.bajajauto.com/,https://www.nseindia.com/get-quotes/equity?symbol=BAJAJ-AUTO,https://www.bseindia.com/stock-share-price/bajaj-auto-ltd/BAJAJ-AUTO/532977/,10.0,1109.0,33.5,26.5,161.0,Mar 2024,17.178515712057056,19.534209939826162,26.61418410330778,0.066,174.4167,1.1405,6486.0,72.0,276.0,10.3806,29.0,1912.0,6558.0,33.895834682904706,19.59129727531517,,,,,,,,,,,,,,72,2024,653817.3,679803.97,29.91,9.83,20.14,3.59,72.24106525036915,Strong
BAJAJ-AUTO,https://mkt.in/static/mkt-icons/nifty100/BAJAJ-AUTO.png,Bajaj Auto Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bajaj Auto, the flagship company of Bajaj Group, is a two-wheeler and three-wheeler manufacturing company that exports to 79 countries across several countries in Latin America, Southeast Asia, and many more. Its headquarter is in Pune, India.
It has acquired 48% of the KTM Brand which manufactures sports and super sports two-wheelers, which was 14% in 2007 when the company first acquired KTM. [1]

",https://www.bajajauto.com/,https://www.nseindia.com/get-quotes/equity?symbol=BAJAJ-AUTO,https://www.bseindia.com/stock-share-price/bajaj-auto-ltd/BAJAJ-AUTO/532977/,10.0,1109.0,33.5,26.5,161.0,Mar 2024,17.178515712057056,19.534209939826162,26.61418410330778,0.066,174.4167,1.1405,6486.0,72.0,276.0,10.3806,29.0,1912.0,6558.0,33.895834682904706,19.59129727531517,,,,,,,,,,,,,,72,2024,653817.3,679803.97,29.91,9.83,20.14,3.59,72.24106525036915,Strong
BPCL,https://mkt.in/static/mkt-icons/nifty100/BPCL.png,Bharat Petroleum Corporation Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bharat Petroleum Corporation is a public sector company which is engaged in the business of refining of crude oil and marketing of petroleum products.[1]

",https://www.bharatpetroleum.in/,https://www.nseindia.com/get-quotes/equity?symbol=BPCL,https://www.bseindia.com/stock-share-price/bharat-petroleum-corporation-ltd/BPCL/500547/,10.0,178.0,32.1,41.9,279.0,Mar 2024,5.994201967046283,9.837909494446341,35.511337343822305,0.7219,11.3555,2.2137,25415.0,10521.0,62.0,3.541,33.0,54599.0,35936.0,36.17642090391142,13.26907686075349,,,,,,,,,,,,,,126,2024,468662.13,606487.07,68.15,0.72,26.59,1.15,69.6752215326143,Strong
BPCL,https://mkt.in/static/mkt-icons/nifty100/BPCL.png,Bharat Petroleum Corporation Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bharat Petroleum Corporation is a public sector company which is engaged in the business of refining of crude oil and marketing of petroleum products.[1]

",https://www.bharatpetroleum.in/,https://www.nseindia.com/get-quotes/equity?symbol=BPCL,https://www.bseindia.com/stock-share-price/bharat-petroleum-corporation-ltd/BPCL/500547/,10.0,178.0,32.1,41.9,279.0,Mar 2024,5.994201967046283,9.837909494446341,35.511337343822305,0.7219,11.3555,2.2137,25415.0,10521.0,62.0,3.541,33.0,54599.0,35936.0,36.17642090391142,13.26907686075349,,,,,,,,,,,,,,126,2024,468662.13,606487.07,68.15,0.72,26.59,1.15,69.6752215326143,Strong
EICHERMOT,https://mkt.in/static/mkt-icons/nifty100/EICHERMOT.png,Eicher Motors Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Eicher Motors Limited, incorporated in 1982, is the listed company of the Eicher Group in India and a leading player in the Indian automobile industry and the global leader in middleweight motorcycles.
Eicher has a joint venture with Sweden's AB Volvo to create Volvo Eicher Commercial Vehicles Limited (VECV). VECV is engaged in truck and bus operations, auto components business, and technical ",https://www.eicher.in/,https://www.nseindia.com/get-quotes/equity?symbol=EICHERMOT,https://www.bseindia.com/stock-share-price/eicher-motors-ltd/EICHERMOT/505200/,1.0,693.0,31.1,24.2,411.0,Mar 2024,24.195694242864054,26.179245283018872,22.172346910501524,0.0232,114.7059,0.7154,890.0,2834.0,146.0,66.8333,35.0,419.0,3724.0,31.683275563258235,17.309106640709494,,,,,,,,,,,,,,192,2024,222391.83,234358.89,15.62,13.61,19.29,4.41,69.41943780266777,Strong
EICHERMOT,https://mkt.in/static/mkt-icons/nifty100/EICHERMOT.png,Eicher Motors Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Eicher Motors Limited, incorporated in 1982, is the listed company of the Eicher Group in India and a leading player in the Indian automobile industry and the global leader in middleweight motorcycles.
Eicher has a joint venture with Sweden's AB Volvo to create Volvo Eicher Commercial Vehicles Limited (VECV). VECV is engaged in truck and bus operations, auto components business, and technical ",https://www.eicher.in/,https://www.nseindia.com/get-quotes/equity?symbol=EICHERMOT,https://www.bseindia.com/stock-share-price/eicher-motors-ltd/EICHERMOT/505200/,1.0,693.0,31.1,24.2,411.0,Mar 2024,24.195694242864054,26.179245283018872,22.172346910501524,0.0232,114.7059,0.7154,890.0,2834.0,146.0,66.8333,35.0,419.0,3724.0,31.683275563258235,17.309106640709494,,,,,,,,,,,,,,192,2024,222391.83,234358.89,15.62,13.61,19.29,4.41,69.41943780266777,Strong
HEROMOTOCO,https://mkt.in/static/mkt-icons/nifty100/HEROMOTOCO.png,"Hero MotoCorp Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AHEROMOTOCO,"Hero Moto Corp earlier also known as \""Hero Honda\"" is one of India's first motorcycle manufacturers.
The company started in 1984 as a Technological collaboration with Honda, Japan. Before this collaboration, Hero was selling Cycles under the brand name, Hero Cycles.",http://www.heromotocorp.com/,https://www.nseindia.com/get-quotes/equity?symbol=HEROMOTOCO,https://www.bseindia.com/stock-share-price/hero-motocorp-ltd/HEROMOTOCO/500182/,2.0,951.0,29.1,22.0,513.0,Mar 2024,9.902352536452407,86.14676228532112,21.14243742584327,0.0342,47.2685,1.4449,3095.0,1828.0,187.0,44.2475,75.0,606.0,4923.0,177.91860147500682,14.308109968263679,,,,,,,,,,,,,,246,2024,1593400.88,1475343.49,53.86,12.6,28.27,1.91,69.03260859241207,Strong
HEROMOTOCO,https://mkt.in/static/mkt-icons/nifty100/HEROMOTOCO.png,"Hero MotoCorp Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AHEROMOTOCO,"Hero Moto Corp earlier also known as \""Hero Honda\"" is one of India's first motorcycle manufacturers.
The company started in 1984 as a Technological collaboration with Honda, Japan. Before this collaboration, Hero was selling Cycles under the brand name, Hero Cycles.",http://www.heromotocorp.com/,https://www.nseindia.com/get-quotes/equity?symbol=HEROMOTOCO,https://www.bseindia.com/stock-share-price/hero-motocorp-ltd/HEROMOTOCO/500182/,2.0,951.0,29.1,22.0,513.0,Mar 2024,9.902352536452407,86.14676228532112,21.14243742584327,0.0342,47.2685,1.4449,3095.0,1828.0,187.0,44.2475,75.0,606.0,4923.0,177.91860147500682,14.308109968263679,,,,,,,,,,,,,,246,2024,1593400.88,1475343.49,53.86,12.6,28.27,1.91,69.03260859241207,Strong
CIPLA,https://mkt.in/static/mkt-icons/nifty100/CIPLA.png,"Cipla Ltd
","https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0
",Cipla is engaged in the Business of Pharmaceuticals.(Source : 202003 Annual Report Page No:157),https://www.cipla.com/,https://www.nseindia.com/get-quotes/equity?symbol=CIPLA,https://www.bseindia.com/stock-share-price/cipla-ltd/CIPLA/500087/,2.0,351.0,22.8,16.8,327.0,Mar 2024,16.11701714906495,75.59168153953597,15.554557028383135,0.0209,35.3388,0.7922,1152.0,2982.0,51.0,16.5876,25.0,559.0,4134.0,71.54593801577114,12.768573448498447,,,,,,,,,,,,,,150,2024,439803.15,562931.78,59.75,5.93,33.7,0.12,68.22205225198246,Strong
CIPLA,https://mkt.in/static/mkt-icons/nifty100/CIPLA.png,"Cipla Ltd
","https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0
",Cipla is engaged in the Business of Pharmaceuticals.(Source : 202003 Annual Report Page No:157),https://www.cipla.com/,https://www.nseindia.com/get-quotes/equity?symbol=CIPLA,https://www.bseindia.com/stock-share-price/cipla-ltd/CIPLA/500087/,2.0,351.0,22.8,16.8,327.0,Mar 2024,16.11701714906495,75.59168153953597,15.554557028383135,0.0209,35.3388,0.7922,1152.0,2982.0,51.0,16.5876,25.0,559.0,4134.0,71.54593801577114,12.768573448498447,,,,,,,,,,,,,,150,2024,439803.15,562931.78,59.75,5.93,33.7,0.12,68.22205225198246,Strong
BAJAJHLDNG,https://mkt.in/static/mkt-icons/nifty100/BAJAJHLDNG.png,Bajaj Holdings & Investment Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bajaj Holdings & Investment Ltd. operates as an Investment Company and is registered as a Non-Banking Financial Institution- Investment and Credit Company with the Reserve Bank of India. The Co. holds more than 36% stake in both Bajaj Auto Ltd. and Bajaj Finserv Ltd.

",https://www.bhil.in/,https://www.nseindia.com/get-quotes/equity?symbol=BAJAJHLDNG,https://www.bseindia.com/stock-share-price/bajaj-holdings-investment-ltd/BAJAJHLDNG/500490/,10.0,5375.0,13.1,14.8,197.0,Mar 2024,432.7262044653349,91.7743830787309,13.576787656460265,0.0012,3764.5,0.0261,1469.0,472.0,653.0,48.8712,20.0,63.0,1941.0,13.8630086540232,11.302773131167417,,,,,,,,,,,,,,84,2024,2191568.13,2726439.01,37.73,9.38,27.47,3.37,67.19962135116843,Strong
BAJAJHLDNG,https://mkt.in/static/mkt-icons/nifty100/BAJAJHLDNG.png,Bajaj Holdings & Investment Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Bajaj Holdings & Investment Ltd. operates as an Investment Company and is registered as a Non-Banking Financial Institution- Investment and Credit Company with the Reserve Bank of India. The Co. holds more than 36% stake in both Bajaj Auto Ltd. and Bajaj Finserv Ltd.

",https://www.bhil.in/,https://www.nseindia.com/get-quotes/equity?symbol=BAJAJHLDNG,https://www.bseindia.com/stock-share-price/bajaj-holdings-investment-ltd/BAJAJHLDNG/500490/,10.0,5375.0,13.1,14.8,197.0,Mar 2024,432.7262044653349,91.7743830787309,13.576787656460265,0.0012,3764.5,0.0261,1469.0,472.0,653.0,48.8712,20.0,63.0,1941.0,13.8630086540232,11.302773131167417,,,,,,,,,,,,,,84,2024,2191568.13,2726439.01,37.73,9.38,27.47,3.37,67.19962135116843,Strong
TATAMOTORS,https://mkt.in/static/mkt-icons/nifty100/TATAMOTORS.png,Tata Motors Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Tata Motors Group is a leading global automobile manufacturer. Part of the illustrious multi-national conglomerate, the Tata group, it offers a wide and diverse portfolio of cars, sports utility vehicles, trucks, buses and defence vehicles to the world.

It has operations in India, the UK, South Korea, South Africa, China, Brazil, Austria and Slovakia through a strong global network of subsidiaries, associate companies and Joint Ventures (JVs), including Jaguar Land Rover in the UK and Tata Daewoo in South Korea. 

",https://www.tatamotors.com/,https://www.nseindia.com/get-quotes/equity?symbol=TATAMOTORS,https://www.bseindia.com/stock-share-price/tata-motors-ltd/TATAMOTORS/500570/,2.0,275.0,20.1,49.4,1040.0,Mar 2024,7.263066074788551,13.595385542828959,37.45613415294755,1.2631,6.5302,1.1851,45133.0,22782.0,94.0,11.0859,7.0,107262.0,67915.0,33.93225101467374,8.607629877598297,,,,,,,,,,,,,,504,2024,1504106.64,1588737.42,67.07,0.93,15.35,3.65,67.09596038953528,Strong
TATAMOTORS,https://mkt.in/static/mkt-icons/nifty100/TATAMOTORS.png,Tata Motors Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Tata Motors Group is a leading global automobile manufacturer. Part of the illustrious multi-national conglomerate, the Tata group, it offers a wide and diverse portfolio of cars, sports utility vehicles, trucks, buses and defence vehicles to the world.

It has operations in India, the UK, South Korea, South Africa, China, Brazil, Austria and Slovakia through a strong global network of subsidiaries, associate companies and Joint Ventures (JVs), including Jaguar Land Rover in the UK and Tata Daewoo in South Korea. 

",https://www.tatamotors.com/,https://www.nseindia.com/get-quotes/equity?symbol=TATAMOTORS,https://www.bseindia.com/stock-share-price/tata-motors-ltd/TATAMOTORS/500570/,2.0,275.0,20.1,49.4,1040.0,Mar 2024,7.263066074788551,13.595385542828959,37.45613415294755,1.2631,6.5302,1.1851,45133.0,22782.0,94.0,11.0859,7.0,107262.0,67915.0,33.93225101467374,8.607629877598297,,,,,,,,,,,,,,504,2024,1504106.64,1588737.42,67.07,0.93,15.35,3.65,67.09596038953528,Strong
TRENT,https://mkt.in/static/mkt-icons/nifty100/TRENT.png,Trent Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Trent Ltd is engaged in retailing of apparels, footwear, accessories, toys, games, food, grocery & non food products through various of its retail formats/ concepts.[1]

",https://trentlimited.com/,https://www.nseindia.com/get-quotes/equity?symbol=TRENT,https://www.bseindia.com/stock-share-price/trent-ltd/TRENT/500251/,1.0,132.0,23.8,27.2,1136.0,Mar 2024,11.935353535353535,15.927272727272726,36.30776794493609,0.4309,8.0435,1.7279,841.0,508.0,42.0,11.3,8.0,1753.0,1349.0,50.85036935234496,20.622731080703712,,,,,,,,,,,,,,546,2024,571322.04,566293.08,8.65,11.82,34.65,3.46,66.57104512408637,Strong
TRENT,https://mkt.in/static/mkt-icons/nifty100/TRENT.png,Trent Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Trent Ltd is engaged in retailing of apparels, footwear, accessories, toys, games, food, grocery & non food products through various of its retail formats/ concepts.[1]

",https://trentlimited.com/,https://www.nseindia.com/get-quotes/equity?symbol=TRENT,https://www.bseindia.com/stock-share-price/trent-ltd/TRENT/500251/,1.0,132.0,23.8,27.2,1136.0,Mar 2024,11.935353535353535,15.927272727272726,36.30776794493609,0.4309,8.0435,1.7279,841.0,508.0,42.0,11.3,8.0,1753.0,1349.0,50.85036935234496,20.622731080703712,,,,,,,,,,,,,,546,2024,571322.04,566293.08,8.65,11.82,34.65,3.46,66.57104512408637,Strong
MARUTI,https://mkt.in/static/mkt-icons/nifty100/MARUTI.png,Maruti Suzuki India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AMARUTI,"Maruti Suzuki India Limited is a publicly listed Indian subsidiary of Japanese automaker Suzuki Motor Corporation. It is the largest automobile manufacturer in India, specialising in small cars.",https://www.marutisuzuki.com/,https://www.nseindia.com/get-quotes/equity?symbol=MARUTI,https://www.bseindia.com/stock-share-price/maruti-suzuki-india-ltd/maruti/532500/,5.0,2835.0,23.67,15.75,753.0,Mar 2024,9.50809964894472,13.130031439890594,15.750385351954785,0.0014,117.9072,1.2303,4936.0,11865.0,429.0,54.5452,29.0,119.0,16801.0,26.67366334324529,11.697772843960314,,,,,,,,,,,,,,384,2024,1503863.63,1891991.87,20.78,8.26,29.97,1.78,65.03521021833069,Strong
MARUTI,https://mkt.in/static/mkt-icons/nifty100/MARUTI.png,Maruti Suzuki India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AMARUTI,"Maruti Suzuki India Limited is a publicly listed Indian subsidiary of Japanese automaker Suzuki Motor Corporation. It is the largest automobile manufacturer in India, specialising in small cars.",https://www.marutisuzuki.com/,https://www.nseindia.com/get-quotes/equity?symbol=MARUTI,https://www.bseindia.com/stock-share-price/maruti-suzuki-india-ltd/maruti/532500/,5.0,2835.0,23.67,15.75,753.0,Mar 2024,9.50809964894472,13.130031439890594,15.750385351954785,0.0014,117.9072,1.2303,4936.0,11865.0,429.0,54.5452,29.0,119.0,16801.0,26.67366334324529,11.697772843960314,,,,,,,,,,,,,,384,2024,1503863.63,1891991.87,20.78,8.26,29.97,1.78,65.03521021833069,Strong
LTIM,,LTIMindtree Ltd,https://mkt.in/static/mkt-icons/nifty100/ABB.png,"LTIMindtree Limited is an Indian multinational information technology services and consulting company based in Mumbai. A subsidiary of Larsen & Toubro, the company was incorporated in 1996 and employs more than 81,000 people",https://www.ltimindtree.com/,https://www.nseindia.com/get-quotes/equity?symbol=LTIM,https://www.bseindia.com/stock-share-price/ltimindtree-ltd/ltim/540005/,1.0,711.0,34.1,26.04,729.0,Mar 2024,12.90931103415266,17.982937748120616,22.904386052552702,0.1035,31.9324,1.2895,1752.0,3918.0,155.0,66.7267,42.0,2071.0,5670.0,32.09289691701752,16.64609352309033,,,,,,,,,,,,,,372,2024,1347046.9,1647384.23,64.52,2.38,18.9,4.43,64.633866262517,Strong
LTIM,,LTIMindtree Ltd,https://mkt.in/static/mkt-icons/nifty100/ABB.png,"LTIMindtree Limited is an Indian multinational information technology services and consulting company based in Mumbai. A subsidiary of Larsen & Toubro, the company was incorporated in 1996 and employs more than 81,000 people",https://www.ltimindtree.com/,https://www.nseindia.com/get-quotes/equity?symbol=LTIM,https://www.bseindia.com/stock-share-price/ltimindtree-ltd/ltim/540005/,1.0,711.0,34.1,26.04,729.0,Mar 2024,12.90931103415266,17.982937748120616,22.904386052552702,0.1035,31.9324,1.2895,1752.0,3918.0,155.0,66.7267,42.0,2071.0,5670.0,32.09289691701752,16.64609352309033,,,,,,,,,,,,,,372,2024,1347046.9,1647384.23,64.52,2.38,18.9,4.43,64.633866262517,Strong
DRREDDY,https://mkt.in/static/mkt-icons/nifty100/DRREDDY.png,Dr Reddys Laboratories Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Dr. Reddy's Laboratories Ltd is a leading India-based pharmaceutical company which offers a portfolio of products and services, including Active Pharmaceutical Ingredients (APIs), Custom Pharmaceutical services (CPS), generics, biosimilars and differentiated formulations.",https://www.drreddys.com/,https://www.nseindia.com/get-quotes/equity?symbol=DRREDDY,https://www.bseindia.com/stock-share-price/dr-reddys-laboratories-ltd/DRREDDY/500124/,1.0,369.0,26.5,21.4,399.0,Mar 2024,19.913605369319196,28.321016743422227,19.74233736816026,0.0709,51.7076,0.7223,509.0,4034.0,67.0,34.041,12.0,2002.0,4543.0,29.223955579058696,14.383702939659617,,,,,,,,,,,,,,186,2024,2441803.28,2725256.67,11.73,10.19,14.56,0.09,64.50142335924066,Strong
DRREDDY,https://mkt.in/static/mkt-icons/nifty100/DRREDDY.png,Dr Reddys Laboratories Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Dr. Reddy's Laboratories Ltd is a leading India-based pharmaceutical company which offers a portfolio of products and services, including Active Pharmaceutical Ingredients (APIs), Custom Pharmaceutical services (CPS), generics, biosimilars and differentiated formulations.",https://www.drreddys.com/,https://www.nseindia.com/get-quotes/equity?symbol=DRREDDY,https://www.bseindia.com/stock-share-price/dr-reddys-laboratories-ltd/DRREDDY/500124/,1.0,369.0,26.5,21.4,399.0,Mar 2024,19.913605369319196,28.321016743422227,19.74233736816026,0.0709,51.7076,0.7223,509.0,4034.0,67.0,34.041,12.0,2002.0,4543.0,29.223955579058696,14.383702939659617,,,,,,,,,,,,,,186,2024,2441803.28,2725256.67,11.73,10.19,14.56,0.09,64.50142335924066,Strong
SUNPHARMA,https://mkt.in/static/mkt-icons/nifty100/SUNPHARMA.png,Sun Pharmaceuticals Industries Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Sun Pharmaceutical Industries Ltd is engaged in the business of manufacturing, developing and marketing a wide range of branded and generic formulations and Active Pharma Ingredients (APIs). The company and its subsidiaries has various manufacturing facilities spread across the world with trading and other incidental and related activities extending to global market.[1] It is the largest pharmaceutical company in India.[2]

",https://sunpharma.com/,https://www.nseindia.com/get-quotes/equity?symbol=SUNPHARMA,https://www.bseindia.com/stock-share-price/sun-pharmaceuticals-industries-ltd/SUNPHARMA/524715/,1.0,288.0,17.3,16.7,1016.0,Mar 2024,19.815658700538176,26.84289749881436,15.094161810671148,0.0514,58.3319,0.5685,11372.0,763.0,40.0,26.5279,34.0,3274.0,12135.0,20.739158363334877,11.2650630655976,,,,,,,,,,,,,,492,2024,1339586.09,1264175.16,37.9,6.71,21.41,3.88,64.17820750719878,Strong
SUNPHARMA,https://mkt.in/static/mkt-icons/nifty100/SUNPHARMA.png,Sun Pharmaceuticals Industries Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Sun Pharmaceutical Industries Ltd is engaged in the business of manufacturing, developing and marketing a wide range of branded and generic formulations and Active Pharma Ingredients (APIs). The company and its subsidiaries has various manufacturing facilities spread across the world with trading and other incidental and related activities extending to global market.[1] It is the largest pharmaceutical company in India.[2]

",https://sunpharma.com/,https://www.nseindia.com/get-quotes/equity?symbol=SUNPHARMA,https://www.bseindia.com/stock-share-price/sun-pharmaceuticals-industries-ltd/SUNPHARMA/524715/,1.0,288.0,17.3,16.7,1016.0,Mar 2024,19.815658700538176,26.84289749881436,15.094161810671148,0.0514,58.3319,0.5685,11372.0,763.0,40.0,26.5279,34.0,3274.0,12135.0,20.739158363334877,11.2650630655976,,,,,,,,,,,,,,492,2024,1339586.09,1264175.16,37.9,6.71,21.41,3.88,64.17820750719878,Strong
POWERGRID,https://mkt.in/static/mkt-icons/nifty100/POWERGRID.png,Power Grid Corporation of India Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Power Grid Corporation of India Limited is a Maharatna CPSU and India's largest electric power transmission company. GoI holds a 51.34% stake in the company as on March 31, 2021. PGCIL was incorporated in 1989 to set up extra-high voltage alternating current and high-voltage direct current (HVDC) transmission lines.

The company moves large blocks of power from the central generating agencies and areas that have surplus power to load centres within and across regions. It is under the administrative control of the Ministry of Power, GoI.

PGCIL also executes several strategically important projects, assigned to the company by GoI on nomination basis. Power Grid Corporation of India is principally engaged in planning, implementation, operation and maintenance of Inter-State Transmission System (ISTS), Telecom and consultancy services.

",https://www.powergrid.in/,https://www.nseindia.com/get-quotes/equity?symbol=POWERGRID,https://www.bseindia.com/stock-share-price/power-grid-corporation-of-india-ltd/POWERGRID/532898/,10.0,99.0,13.2,19.0,933.0,Mar 2024,33.97028990249329,86.87476823070044,17.870011245496066,1.4173,4.603,0.1828,24176.0,13114.0,17.0,0.937,67.0,123516.0,37290.0,19.16909551793869,6.208612241806171,,,,,,,,,,,,,,444,2024,372584.24,410018.95,64.39,5.1,23.07,3.09,63.25337018363675,Strong
